index,ID,Region,Main Source of Income,Agricultural Household indicator,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Walls,House Floor Area,House Age,Number of bedrooms,Electricity,Total Household Income,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
24268,1032,J,Wage/Salaries,0.0,Male,52.0,Married,Worked for government/government corporation,Single Family,4.0,0.0,0.0,3.0,Single house,Strong,36.0,19.0,2.0,1.0,261657.0,86170.0,27713.0,19800.0,6580.0,,1340.0,2860.0,11580.0,0.0,0.0,4064.0,11148.0,6000.0,,10206.0,1140.0,,5766.0,3000.0,0.0,33872.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
40894,1139,Q,Enterpreneurial Activities,0.0,Female,43.0,Divorced/Separated,Self-employed wihout any employee,Single Family,5.0,0.0,3.0,0.0,Single house,Strong,30.0,12.0,2.0,1.0,261650.0,106106.0,40088.0,28782.0,18311.0,5617.0,1180.0,3405.0,5500.0,0.0,0.0,3930.0,32940.0,14400.0,466.0,7758.0,996.0,,4020.0,3000.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
5208,1702,C,Enterpreneurial Activities,0.0,Male,41.0,Married,Worked for government/government corporation,Single Family,5.0,0.0,3.0,1.0,Single house,Strong,65.0,,3.0,1.0,261634.0,133842.0,42774.0,32140.0,5456.0,4420.0,,1558.0,,,,5285.0,30684.0,0.0,3551.0,8970.0,1026.0,720.0,12690.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0
14386,72,G,Wage/Salaries,0.0,Male,59.0,Married,Employer in own family-operated farm or business,Single Family,8.0,0.0,1.0,,Single house,Strong,24.0,29.0,2.0,1.0,261626.0,83547.0,22558.5,,7900.0,11987.0,1450.0,5742.0,600.0,1092.0,1040.0,2010.0,31662.0,15000.0,1180.0,12102.0,,1850.0,12792.0,0.0,0.0,53486.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5028,1522,C,Wage/Salaries,0.0,Male,57.0,Married,Worked for private establishment,Extended Family,6.0,0.0,2.0,2.0,Single house,Strong,30.0,25.0,3.0,1.0,261604.0,76331.0,16037.0,11413.0,6343.0,9656.0,1977.0,8050.0,0.0,,520.0,5550.0,49266.0,24000.0,710.0,3840.0,1320.0,1810.0,6078.0,,0.0,29100.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7066,709,D,Wage/Salaries,0.0,Male,54.0,Married,Worked for private establishment,Extended Family,7.0,,0.0,3.0,Single house,Quite Strong,32.0,11.0,2.0,1.0,261590.0,108666.0,40672.0,23711.0,11040.0,,2815.0,3551.0,900.0,0.0,364.0,4070.0,18150.0,9000.0,,12720.0,1272.0,0.0,11736.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
15895,1581,G,Other sources of Income,0.0,Male,70.0,Widowed,Worked for private establishment,Extended Family,7.0,0.0,1.0,2.0,Single house,Strong,80.0,10.0,3.0,1.0,261590.0,92791.0,27290.0,20760.0,14773.0,14871.0,1540.0,6930.0,12020.0,520.0,1872.0,3230.0,49662.0,24000.0,,5154.0,1140.0,450.0,12990.0,,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,
10114,1285,E,Enterpreneurial Activities,0.0,Male,46.0,Married,Employer in own family-operated farm or business,Single Family,3.0,0.0,1.0,0.0,Single house,Strong,42.0,14.0,1.0,1.0,261575.0,50262.0,22002.0,18100.0,2896.0,9368.0,1155.0,2644.0,3410.0,0.0,0.0,6328.0,14358.0,6000.0,578.0,6090.0,3870.0,0.0,5766.0,1000.0,,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
13426,2349,F,Other sources of Income,0.0,Female,65.0,Widowed,,Extended Family,7.0,0.0,1.0,1.0,Single house,Strong,36.0,10.0,2.0,1.0,261572.0,117397.0,41632.0,25200.0,6343.0,15444.0,1415.0,5648.0,15190.0,90.0,,4260.0,43020.0,27000.0,,4899.0,2598.0,0.0,,,0.0,59172.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
4670,1164,C,Wage/Salaries,0.0,Male,48.0,Married,Worked for private establishment,Extended Family,,0.0,2.0,3.0,Single house,Strong,30.0,13.0,3.0,1.0,261550.0,68967.0,38463.0,33420.0,15333.0,11858.0,1065.0,5300.0,,80.0,0.0,5165.0,20610.0,12000.0,2524.0,5556.0,2640.0,2470.0,7842.0,500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
246,247,A,Enterpreneurial Activities,0.0,Male,61.0,Married,Self-employed wihout any employee,Extended Family,6.0,0.0,2.0,0.0,Single house,Strong,56.0,28.0,,1.0,261545.0,76109.0,,,6122.0,4824.0,1600.0,6135.0,4050.0,90.0,210.0,1710.0,32622.0,21000.0,70.0,1680.0,900.0,0.0,3198.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
30050,144,M,Wage/Salaries,0.0,Male,49.0,Married,Employer in own family-operated farm or business,Single Family,6.0,0.0,2.0,3.0,Single house,Strong,25.0,,2.0,1.0,261529.0,,34016.0,23128.0,,16981.0,1030.0,5449.0,,90.0,0.0,5430.0,26250.0,18000.0,479.0,10404.0,2730.0,2180.0,12276.0,1600.0,,72819.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
33646,1392,N,Wage/Salaries,,Female,46.0,Divorced/Separated,Worked for private household,Single Family,5.0,0.0,2.0,2.0,Single house,Strong,30.0,22.0,,1.0,261512.0,101112.0,28906.0,15976.0,12180.0,4404.0,1954.0,3928.0,,0.0,0.0,4965.0,19848.0,,376.0,11640.0,1140.0,450.0,12126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
16050,1736,G,Wage/Salaries,0.0,Male,50.0,Married,Worked for private establishment,Single Family,6.0,0.0,1.0,3.0,Single house,Light,25.0,28.0,1.0,1.0,261510.0,100106.0,34157.0,31068.0,11373.0,8809.0,840.0,4963.0,5500.0,,,2640.0,13164.0,6000.0,375.0,,2208.0,,10584.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
31539,1633,M,Other sources of Income,0.0,Male,50.0,Married,Worked for private establishment,Extended Family,5.0,0.0,0.0,2.0,Single house,Strong,36.0,30.0,3.0,1.0,261505.0,85831.0,21950.0,17794.0,11315.0,13231.0,895.0,4685.0,19470.0,90.0,,3990.0,35640.0,18000.0,685.0,11592.0,1740.0,,5412.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0
26321,1198,K,Enterpreneurial Activities,0.0,Male,36.0,Married,Self-employed wihout any employee,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,50.0,35.0,,1.0,261485.0,44173.0,7230.0,5358.0,3803.0,2795.0,465.0,4382.0,17112.0,0.0,0.0,4468.0,,0.0,710.0,8286.0,,0.0,9576.0,1400.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,0.0,0.0
30379,473,M,Other sources of Income,0.0,Male,53.0,Married,Employer in own family-operated farm or business,Single Family,5.0,0.0,2.0,0.0,Single house,Strong,60.0,10.0,2.0,1.0,261438.0,110034.0,41818.0,31680.0,9150.0,16451.0,1130.0,5930.0,5500.0,0.0,0.0,2850.0,29214.0,9000.0,,,2862.0,,8502.0,0.0,,11636.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
33136,882,N,Wage/Salaries,,Male,43.0,Married,Worked for private establishment,Extended Family,5.0,0.0,1.0,1.0,Single house,Strong,30.0,23.0,1.0,1.0,261424.0,107908.0,17689.0,13209.0,19349.0,10433.0,3478.0,5718.0,5500.0,0.0,0.0,4815.0,51858.0,24000.0,2846.0,4899.0,,,5766.0,2000.0,0.0,55224.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,2.0,,0.0,0.0,0.0
39717,2084,P,Wage/Salaries,,Male,39.0,Married,,Single Family,6.0,0.0,3.0,1.0,Single house,Quite Strong,30.0,26.0,2.0,1.0,261421.0,61361.0,19560.0,14078.0,5834.0,5674.0,1205.0,1665.0,5900.0,0.0,724.0,,19848.0,27000.0,950.0,4899.0,1134.0,,,0.0,0.0,36000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
7732,1375,D,Enterpreneurial Activities,0.0,Male,50.0,Married,Worked for private establishment,Single Family,7.0,0.0,3.0,3.0,Duplex,Light,35.0,11.0,2.0,1.0,261420.0,98849.0,,,5440.0,10081.0,2034.0,6895.0,13785.0,90.0,0.0,3575.0,37140.0,15000.0,2810.0,3690.0,864.0,1995.0,11082.0,1000.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13501,2424,F,Other sources of Income,0.0,Female,71.0,Widowed,,Extended Family,5.0,0.0,3.0,0.0,Single house,Strong,42.0,16.0,2.0,1.0,261415.0,69265.0,17806.0,13800.0,11865.0,3230.0,2130.0,3437.0,22534.0,0.0,0.0,2325.0,47700.0,9000.0,1631.0,7674.0,2394.0,,5898.0,0.0,0.0,9370.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
30146,240,M,Wage/Salaries,0.0,Male,47.0,Married,Worked for private establishment,Extended Family,4.0,0.0,0.0,2.0,Single house,Strong,30.0,20.0,2.0,1.0,261400.0,99140.0,20420.0,15496.0,6343.0,16840.0,,4072.0,10560.0,,0.0,4720.0,24126.0,15000.0,2260.0,5676.0,1728.0,0.0,5094.0,700.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
17188,655,H,Wage/Salaries,0.0,Male,35.0,Married,Worked for private establishment,Extended Family,5.0,0.0,2.0,1.0,Single house,Strong,,16.0,,1.0,261366.0,89048.0,24659.0,18040.0,15111.0,4784.0,1610.0,2900.0,5500.0,,,4450.0,19848.0,9000.0,2985.0,15378.0,2028.0,450.0,10860.0,0.0,0.0,41600.0,,1.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15490,1176,G,Other sources of Income,0.0,Male,60.0,Married,,Extended Family,7.0,,0.0,1.0,Single house,Strong,56.0,24.0,2.0,1.0,261365.0,,33214.0,21960.0,,,2076.0,,7920.0,0.0,0.0,1740.0,33000.0,12000.0,710.0,12900.0,2580.0,100.0,10104.0,0.0,0.0,17540.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
9537,708,E,Wage/Salaries,0.0,Male,31.0,Married,Worked for government/government corporation,Single Family,5.0,0.0,2.0,1.0,Single house,Strong,36.0,6.0,3.0,1.0,261340.0,94448.0,30159.0,22080.0,1955.0,8080.0,2685.0,2453.0,13310.0,0.0,0.0,2300.0,25260.0,15000.0,690.0,9816.0,3600.0,450.0,,2520.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
23494,258,J,Wage/Salaries,0.0,Male,41.0,Married,Worked for private establishment,Extended Family,7.0,0.0,4.0,3.0,Single house,Strong,35.0,7.0,1.0,1.0,261310.0,55779.0,29313.0,11436.0,4187.0,3998.0,1780.0,3934.0,2200.0,90.0,1040.0,2548.0,14754.0,5400.0,,3948.0,2226.0,450.0,3924.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
25743,620,K,Wage/Salaries,0.0,Male,64.0,Married,Self-employed wihout any employee,Single Family,4.0,0.0,0.0,2.0,Single house,Strong,36.0,,3.0,1.0,261307.0,109581.0,42611.0,,16986.0,9224.0,1763.0,3614.0,13880.0,0.0,0.0,1545.0,43530.0,21000.0,2395.0,,2766.0,0.0,6120.0,5000.0,0.0,32400.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,4.0,,,0.0,
38468,835,P,Enterpreneurial Activities,0.0,Male,44.0,Married,Self-employed wihout any employee,Single Family,3.0,0.0,1.0,0.0,Single house,Strong,75.0,14.0,2.0,1.0,261307.0,58477.0,17634.0,9094.0,11209.0,12521.0,1462.0,4531.0,6791.0,,0.0,2500.0,22140.0,12000.0,748.0,8382.0,2712.0,,4866.0,1500.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
40753,998,Q,Other sources of Income,0.0,Female,60.0,Widowed,Self-employed wihout any employee,Extended Family,3.0,0.0,0.0,1.0,Single house,Very Light,58.0,,,1.0,261300.0,96013.0,17723.0,11360.0,2960.0,5939.0,1966.0,2580.0,5500.0,0.0,0.0,2504.0,48312.0,9000.0,,3048.0,1500.0,0.0,12852.0,3300.0,0.0,69800.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,0.0,0.0
12242,1165,F,Other sources of Income,0.0,Male,37.0,Married,Self-employed wihout any employee,Single Family,4.0,0.0,1.0,1.0,Single house,Strong,,12.0,2.0,1.0,261295.0,128381.0,32802.0,17340.0,,8080.0,3500.0,5154.0,11468.0,90.0,0.0,,42900.0,27000.0,710.0,7824.0,2400.0,,7404.0,,0.0,7875.0,2.0,1.0,,1.0,1.0,,,0.0,3.0,0.0,,0.0,
37534,1150,O,Wage/Salaries,0.0,Male,71.0,Married,Self-employed wihout any employee,Extended Family,6.0,0.0,0.0,2.0,Single house,Strong,36.0,16.0,2.0,1.0,261294.0,106387.0,38214.0,32500.0,8630.0,14206.0,2220.0,8207.0,17900.0,90.0,0.0,,30474.0,21000.0,710.0,4899.0,3498.0,0.0,13494.0,0.0,,55434.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
19468,2935,H,Enterpreneurial Activities,0.0,Male,41.0,Married,Self-employed wihout any employee,Single Family,6.0,0.0,2.0,0.0,Single house,Strong,49.0,7.0,3.0,1.0,261282.0,68967.0,36428.0,25400.0,19046.0,17991.0,,4475.0,5500.0,,312.0,6340.0,19848.0,9000.0,,14874.0,3348.0,450.0,5766.0,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
9935,1106,E,Other sources of Income,0.0,Male,33.0,Married,Self-employed wihout any employee,Single Family,3.0,0.0,1.0,0.0,Single house,Strong,12.0,15.0,,1.0,261280.0,76152.0,21085.0,7152.0,9130.0,16380.0,3820.0,3935.0,5580.0,90.0,0.0,,26580.0,13800.0,130.0,2844.0,3264.0,1580.0,5580.0,5000.0,,11636.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26494,1371,K,Other sources of Income,0.0,Male,65.0,Married,,Single Family,,0.0,3.0,2.0,Single house,Light,40.0,9.0,2.0,1.0,261276.0,124272.0,,,4880.0,14955.0,3242.0,,21110.0,990.0,404.0,,19848.0,9000.0,2178.0,5658.0,1140.0,425.0,11340.0,3500.0,0.0,5830.0,2.0,1.0,,1.0,1.0,0.0,0.0,0.0,4.0,,0.0,0.0,
7474,1117,D,Other sources of Income,0.0,Female,,Widowed,,Extended Family,6.0,0.0,1.0,0.0,Single house,Strong,,,3.0,1.0,261253.0,129753.0,40774.0,30368.0,15255.0,13518.0,1620.0,7415.0,5420.0,90.0,0.0,4178.0,52374.0,9000.0,,7056.0,1140.0,1330.0,5766.0,4500.0,,24983.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0
35302,3048,N,Other sources of Income,,Female,64.0,Widowed,Self-employed wihout any employee,Extended Family,4.0,0.0,0.0,1.0,Single house,Strong,26.0,29.0,,1.0,261220.0,123882.0,28371.0,15823.0,7561.0,6592.0,2899.0,5718.0,14240.0,1120.0,0.0,2820.0,,,710.0,8220.0,,850.0,5766.0,4000.0,0.0,28280.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
17381,848,H,Wage/Salaries,0.0,Male,37.0,Married,Worked for private establishment,Single Family,4.0,0.0,2.0,2.0,Single house,Strong,60.0,8.0,2.0,1.0,261202.0,103931.0,21630.0,15124.0,12260.0,8054.0,3705.0,,5500.0,0.0,,2300.0,37986.0,24000.0,3340.0,,,1430.0,5766.0,3000.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
29904,2335,L,Other sources of Income,,Female,60.0,Widowed,,Single Family,1.0,0.0,0.0,0.0,Single house,Strong,48.0,16.0,1.0,1.0,261195.0,44976.0,5791.0,4947.0,11082.0,6386.0,3746.0,2645.0,520.0,0.0,0.0,2719.0,,9000.0,,5340.0,1008.0,0.0,5766.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,,,0.0,0.0
19567,3034,H,Wage/Salaries,0.0,Male,42.0,Married,Worked for private establishment,Single Family,5.0,0.0,1.0,3.0,Single house,Salvaged,40.0,15.0,1.0,1.0,261190.0,,28274.0,21760.0,6638.0,3560.0,407.0,715.0,,450.0,,4117.0,33264.0,18000.0,61.0,9984.0,1140.0,550.0,11226.0,3500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
26588,1465,K,Other sources of Income,0.0,Female,,Widowed,,Extended Family,4.0,0.0,0.0,1.0,Single house,Strong,80.0,14.0,1.0,1.0,261121.0,79053.0,18124.0,14260.0,7312.0,10460.0,1620.0,3715.0,11500.0,0.0,0.0,1836.0,15294.0,6000.0,,6834.0,1446.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0
4386,880,C,Wage/Salaries,0.0,Male,37.0,Married,Worked for private establishment,Single Family,6.0,0.0,4.0,2.0,Single house,Light,10.0,8.0,1.0,1.0,261115.0,73900.0,39678.0,15900.0,4848.0,6257.0,1269.0,4160.0,8410.0,0.0,0.0,1855.0,9900.0,5400.0,990.0,8520.0,2190.0,450.0,9006.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
689,690,A,Enterpreneurial Activities,0.0,Male,45.0,Married,Self-employed wihout any employee,Single Family,5.0,,1.0,1.0,Duplex,Strong,,17.0,,1.0,261098.0,106032.0,19959.0,12300.0,17742.0,7145.0,3025.0,,0.0,998.0,,,,,787.0,3180.0,2880.0,550.0,7734.0,846.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
38284,651,P,Wage/Salaries,0.0,Male,53.0,Married,Worked for private establishment,Single Family,5.0,0.0,0.0,4.0,Single house,Strong,35.0,22.0,3.0,1.0,261082.0,93750.0,24113.0,20720.0,9126.0,10686.0,1660.0,3270.0,23340.0,0.0,0.0,5604.0,30888.0,15000.0,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4539,1033,C,Wage/Salaries,0.0,Male,46.0,Married,Worked for private establishment,Single Family,7.0,0.0,,1.0,Single house,Very Light,45.0,1.0,1.0,1.0,261080.0,123575.0,,,15729.0,15522.0,,4072.0,5430.0,,,5846.0,22458.0,15000.0,2835.0,5280.0,1860.0,450.0,12708.0,,0.0,11636.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25786,663,K,Enterpreneurial Activities,0.0,Male,57.0,Married,Self-employed wihout any employee,Extended Family,7.0,0.0,2.0,1.0,Single house,Strong,28.0,,2.0,1.0,261072.0,,,32944.0,,17826.0,1620.0,,13777.0,0.0,0.0,2415.0,34488.0,15000.0,600.0,4899.0,3090.0,800.0,5766.0,4000.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
3564,58,C,Other sources of Income,0.0,Male,73.0,Married,Employer in own family-operated farm or business,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,43.0,29.0,3.0,1.0,261070.0,61766.0,19298.0,13773.0,7984.0,15165.0,2160.0,5130.0,2100.0,0.0,0.0,2980.0,31032.0,18000.0,,4740.0,1500.0,0.0,6258.0,1000.0,0.0,11636.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0
35149,2895,N,Other sources of Income,,Female,37.0,Married,,Single Family,5.0,0.0,3.0,0.0,Multi-unit residential,Strong,18.0,9.0,,1.0,261020.0,77551.0,21298.0,10470.0,8808.0,6278.0,1620.0,6323.0,13570.0,0.0,0.0,4750.0,48954.0,0.0,710.0,4899.0,1140.0,,13788.0,1606.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0
39335,1702,P,Other sources of Income,0.0,Male,55.0,Married,Self-employed wihout any employee,Extended Family,,0.0,,1.0,Single house,Strong,19.0,20.0,,1.0,261020.0,87804.0,,,7050.0,7632.0,2005.0,5640.0,2071.0,540.0,0.0,5039.0,15000.0,9000.0,105.0,13500.0,948.0,,8334.0,,,51300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
12195,1118,F,Wage/Salaries,0.0,Male,48.0,Married,Worked for private establishment,Single Family,4.0,0.0,0.0,4.0,Single house,Quite Strong,30.0,24.0,1.0,1.0,261010.0,92648.0,17645.0,12370.0,,13684.0,2140.0,,31.0,,0.0,4980.0,26580.0,15000.0,50.0,13008.0,2970.0,0.0,7596.0,2900.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,
5251,1745,C,Other sources of Income,0.0,Male,76.0,Married,,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,,10.0,3.0,1.0,260998.0,77320.0,18010.0,9160.0,5544.0,9419.0,3480.0,,18000.0,0.0,0.0,1180.0,,,2793.0,6936.0,2400.0,0.0,7218.0,1000.0,0.0,19720.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
27108,1985,K,Wage/Salaries,0.0,Male,47.0,Married,Worked for private establishment,Single Family,6.0,0.0,3.0,3.0,Single house,Strong,15.0,11.0,2.0,1.0,260991.0,88501.0,22558.5,18626.0,3355.0,12432.0,385.0,3214.0,2400.0,0.0,1086.0,6072.0,19260.0,9000.0,,4899.0,1140.0,745.0,12360.0,,0.0,24392.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
13645,2568,F,Other sources of Income,0.0,Male,66.0,Married,Self-employed wihout any employee,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,54.0,16.0,3.0,1.0,260974.0,48480.0,12615.0,6864.0,7568.0,5096.0,2050.0,3813.0,3000.0,0.0,,1670.0,,,,864.0,570.0,0.0,3948.0,5000.0,,11636.5,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31084,1178,M,Wage/Salaries,0.0,Male,37.0,Married,Worked for private establishment,Single Family,4.0,0.0,2.0,1.0,Single house,Strong,40.0,6.0,2.0,1.0,260968.0,91646.0,23845.0,17784.0,12553.0,9636.0,432.0,3096.0,5500.0,1150.0,0.0,1280.0,19848.0,,250.0,7920.0,3450.0,450.0,5766.0,4552.0,,49240.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
20421,3888,H,Wage/Salaries,0.0,Male,65.0,Married,Self-employed wihout any employee,Extended Family,8.0,0.0,2.0,2.0,Single house,Strong,80.0,16.0,2.0,1.0,260950.0,68967.0,34273.0,28960.0,6343.0,5412.0,1465.0,4112.0,,,0.0,2807.0,21924.0,12000.0,1937.0,15972.0,1458.0,50.0,6822.0,3120.0,0.0,10268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7078,721,D,Wage/Salaries,0.0,Male,48.0,Married,Worked for private establishment,Single Family,4.0,0.0,1.0,1.0,Single house,Strong,78.0,10.0,2.0,1.0,260938.0,99017.0,12606.0,8590.0,8768.0,5746.0,2544.0,6045.0,,0.0,0.0,5880.0,,9000.0,210.0,14436.0,2652.0,,12924.0,2800.0,0.0,38200.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,,,0.0,
4149,643,C,Other sources of Income,0.0,Male,59.0,Married,Worked for government/government corporation,Single Family,3.0,0.0,1.0,2.0,Multi-unit residential,Strong,75.0,13.0,1.0,1.0,260920.0,136182.0,25599.0,20280.0,,,,4072.0,15150.0,0.0,0.0,4028.0,39264.0,24000.0,710.0,10572.0,1770.0,1209.0,10650.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36542,158,O,Other sources of Income,0.0,Female,72.0,Widowed,,Extended Family,4.0,0.0,3.0,0.0,Single house,Strong,81.0,11.0,2.0,1.0,260901.0,91469.0,22422.0,12780.0,14692.0,5040.0,3135.0,7425.0,14595.0,90.0,0.0,,30012.0,12000.0,,8598.0,480.0,450.0,12888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15196,882,G,Other sources of Income,0.0,Male,46.0,Married,,Single Family,6.0,0.0,3.0,0.0,Single house,Strong,63.0,15.0,3.0,1.0,260888.0,,24833.0,20286.0,,8080.0,2340.0,6575.0,,,0.0,2300.0,29580.0,14100.0,1017.0,4899.0,,,14184.0,1000.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0
6307,2801,C,Wage/Salaries,,Male,65.0,Married,,Extended Family,8.0,0.0,2.0,4.0,Single house,Light,80.0,12.0,1.0,1.0,260875.0,108946.0,,,13630.0,8080.0,3880.0,,1300.0,,0.0,1815.0,52710.0,6000.0,3215.0,1380.0,3600.0,2210.0,5766.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
